lang_column,TLA,LSL,SQL,PostScript,Brainfuck,PureScript,'Vim script',ColdFusion,'Propeller Spin',PLSQL,Smalltalk,APL,GLSL,Perl,Processing,CSS,Apex,Haxe,Max,'DIGITAL Command Language',R,NSIS,BlitzBasic,Fantom,QMake,Factor,Scala,CMake,Golo,'Visual Basic',J,LiveScript,Dogescript,XS,UrWeb,'GCC Machine Description',AMPL,Slash,PureBasic,Pascal,Assembly,HyPhy,Cool,LabVIEW,'Pure Data',NewLisp,JavaScript,Befunge,Squirrel,Python,Nginx,CartoCSS,Boo,Rebol,TypeScript,'OpenEdge ABL',Makefile,HTML,IDL,Gnuplot,Clojure,C#,Ada,ABAP,PLpgSQL,Stan,Ruby,'Standard ML',Io,eC,SAS,RenderScript,AspectJ,Idris,Stata,M4,Zephir,'AGS Script',Elm,Verilog,Ragel,AutoIt,ChucK,xBase,ooc,REXX,Rust,XML,JSONiq,Diff,E,Cirru,DM,BitBake,Bro,SystemVerilog,PAWN,Gherkin,Lean,Lua,Turing,'Component Pascal',Brightscript,Mako,OpenSCAD,Clarion,KRL,ANTLR,XQuery,LLVM,'Inno Setup','Graphviz (DOT)',Julia,Oz,Scheme,Parrot,Liquid,C,'Ragel in Ruby Host','Web Ontology Language',Fortran,Objective-C,XC,Objective-C++,Mercury,Modula-2,NetLogo,CLIPS,COBOL,Smali,Rouge,Myghty,Racket,Genshi,M,AppleScript,VCL,'Jupyter Notebook',QML,'Csound Document',Lasso,'Cap\'n Proto',VHDL,RobotFramework,'POV-Ray SDL',SaltStack,MoonScript,nesC,D,Crystal,Limbo,Pike,Java,SourcePawn,Logos,Forth,Arduino,Terra,Eagle,Dart,Redcode,Kotlin,Batchfile,Thrift,F#,Hy,Opa,Eiffel,VimL,'Emacs Lisp',Scilab,GAP,Haskell,LilyPond,Gosu,Fancy,'1C Enterprise',Xtend,PigLatin,GDB,PHP,C++,'API Blueprint',Shell,Mathematica,Cycript,DTrace,PicoLisp,Cucumber,ApacheConf,Jasmin,Groovy,Csound,RAML,Omgrofl,Frege,Mask,Nu,AutoHotkey,MAXScript,FLUX,Cuda,Lex,Smarty,Objective-J,Coq,ASP,Pony,Tea,EmberScript,ActionScript,Go,Bison,UnrealScript,XSLT,Self,Swift,'IGOR Pro','Inform 7',Clean,Harbour,KiCad,'Module Management System',Vue,Vala,'Game Maker Language','Gettext Catalog',Nim,Hack,Alloy,Volt,TeX,Nix,Tcl,Ioke,Matlab,LOLCODE,HCL,Arc,Augeas,Nemerle,'Protocol Buffer',Elixir,Metal,CoffeeScript,XProc,Erlang,Prolog,HLSL,FreeMarker,'SRecode Template',Yacc,Groff,SuperCollider,SQLPL,'Common Lisp',PowerShell,Puppet,Handlebars,GDScript,OCaml,Roff,Awk,Agda,Perl6,cluster
Ruby,1,9,1,24,6,2,19,18,0,20,13,5,19,253,2,1445,1,16,3,15,94,21,1,1,13,1,75,44,1,35,1,18,1,7,3,13,1,3,1,34,76,1,1,0,2,6,1673,0,1,481,15,1,1,5,23,5,348,1313,11,4,58,88,10,10,14,0,7184,5,14,2,5,0,2,1,0,20,0,4,8,10,1,1,1,3,2,1,25,4,10,2,2,9,0,1,0,4,1,6,7,65,1,2,1,4,9,0,1,3,12,3,4,0,29,1,37,8,14,365,16,0,21,497,0,43,1,2,0,1,12,1,1,0,20,0,13,25,0,20,4,1,1,1,10,0,1,0,5,0,37,7,2,2,306,7,21,13,5,1,1,18,0,6,159,8,4,5,1,9,69,58,6,16,51,2,1,2,2,1,3,2,262,275,0,1116,9,2,12,0,59,74,3,42,1,0,1,1,8,2,10,0,0,5,8,39,3,1,28,2,1,1,40,101,5,2,70,0,210,1,1,1,1,4,6,1,11,0,0,6,2,4,2,68,12,27,1,24,1,8,0,2,1,34,20,0,550,1,56,42,1,16,0,27,94,2,13,26,53,37,14,0,22,11,47,1,41,cluster15
'Standard ML',0,1,0,2,2,1,0,1,0,2,0,1,1,9,0,11,1,1,0,2,2,1,1,1,0,1,2,4,1,2,1,1,1,0,0,0,0,0,1,2,5,0,1,0,1,1,11,0,1,13,0,0,1,2,1,1,16,13,1,0,3,5,2,1,0,0,5,50,1,0,2,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,0,1,1,4,0,0,10,0,0,2,5,0,1,1,1,0,1,1,1,0,0,3,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,1,9,1,3,3,1,0,0,1,0,1,6,0,1,2,2,0,2,6,1,1,4,0,0,0,0,0,1,0,8,8,0,20,2,0,2,0,0,3,1,1,1,0,1,0,0,1,1,0,0,0,3,2,0,0,1,1,1,0,2,4,1,0,5,0,1,0,0,1,0,1,2,0,1,0,0,2,3,0,0,6,0,3,1,3,1,0,0,0,1,0,1,0,2,1,3,3,0,0,0,3,5,1,1,3,2,0,0,0,12,0,3,1,1,cluster8
Io,0,9,0,3,3,1,0,9,0,1,2,1,10,12,1,13,1,10,0,0,11,4,1,1,0,1,14,1,1,9,1,10,1,0,2,0,0,2,1,11,11,1,1,0,0,3,13,0,1,13,0,0,1,2,9,2,13,13,0,0,11,10,9,9,0,0,14,1,32,0,1,0,0,1,0,1,0,1,8,9,0,1,0,1,1,0,9,0,8,1,1,8,0,0,0,2,0,0,7,11,1,0,0,0,8,0,0,0,9,1,0,0,10,1,11,0,8,4,2,0,5,11,0,0,1,2,0,0,9,1,0,0,2,0,2,1,0,0,0,0,0,0,9,0,0,0,1,0,10,0,2,1,13,0,1,10,1,1,0,10,0,2,8,0,0,3,1,9,2,4,0,3,11,0,0,2,1,0,1,0,10,12,0,14,4,2,1,0,8,1,1,11,1,0,1,0,8,1,9,0,0,0,1,0,1,0,1,1,1,0,12,11,0,0,1,0,7,0,0,2,0,0,1,0,9,0,0,2,1,0,0,9,8,10,1,9,1,0,0,0,1,8,9,0,10,1,11,2,0,5,0,2,2,1,0,10,9,1,2,0,12,0,2,1,5,cluster3
eC,0,0,0,1,0,0,0,0,0,1,2,0,1,11,0,6,0,0,0,6,2,0,0,0,1,0,0,3,0,3,0,0,0,6,0,0,0,0,0,3,10,0,0,0,0,0,6,0,0,9,0,0,0,0,0,1,11,9,0,0,0,3,2,0,0,0,2,0,0,22,3,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,11,0,0,0,10,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,3,11,0,11,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,4,0,0,0,4,8,0,0,1,2,0,0,0,0,1,5,0,5,cluster6
SAS,0,1,0,3,2,1,0,1,0,1,8,1,2,14,0,13,1,1,0,6,11,1,2,1,1,1,1,8,1,5,1,1,1,3,0,0,0,0,1,7,16,0,1,0,1,1,8,0,1,13,0,0,1,4,0,1,14,15,0,0,2,8,6,1,0,1,5,2,1,3,42,0,0,1,1,4,0,1,0,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,1,2,1,0,3,1,5,0,0,16,0,0,5,12,0,4,1,1,0,5,1,1,0,0,2,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,1,9,2,4,2,1,0,0,1,0,1,11,0,0,2,1,0,3,9,1,2,2,0,0,0,0,0,1,0,4,15,0,17,2,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,3,3,1,0,7,0,2,0,0,1,0,0,10,0,1,1,0,1,1,0,0,13,0,4,1,3,1,0,0,0,3,2,1,0,1,1,1,3,1,0,0,3,14,1,0,2,3,0,0,0,2,0,9,1,3,cluster9
RenderScript,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,cluster4
AspectJ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,2,0,5,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
Idris,0,1,0,1,1,1,0,1,0,1,0,1,0,2,0,2,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,2,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,4,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,2,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,2,0,0,0,0,0,1,0,1,2,0,2,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,cluster8
Stata,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,3,1,0,0,1,0,0,3,9,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,64,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,cluster4
M4,0,1,0,9,1,1,3,1,0,8,3,1,5,57,0,46,1,2,1,14,7,5,1,1,8,1,4,36,1,12,1,1,1,8,0,3,0,0,1,10,47,0,1,0,2,2,45,0,1,80,1,0,1,3,2,5,122,56,0,3,5,15,4,1,3,0,20,1,1,7,4,1,0,1,0,270,0,2,0,1,1,1,1,2,1,0,2,0,0,0,1,0,0,2,0,0,5,1,0,12,2,0,0,0,0,1,1,1,2,2,2,0,1,1,10,0,2,126,2,0,3,63,1,15,1,1,0,3,1,1,0,0,1,0,3,2,0,1,0,0,0,0,1,0,4,0,1,1,3,0,2,2,28,9,6,2,1,3,0,1,0,1,46,0,0,1,1,0,7,24,9,9,6,0,0,0,1,0,1,7,30,105,0,122,4,1,18,1,1,4,1,2,1,0,1,0,0,1,1,0,0,3,25,2,0,1,8,1,1,1,3,9,0,5,19,0,4,1,1,1,0,0,6,0,2,1,0,1,1,0,0,14,3,8,1,5,1,0,0,0,1,15,4,0,3,1,4,12,2,0,0,30,40,3,2,7,8,1,0,1,3,16,28,1,17,cluster5
Zephir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
'AGS Script',0,1,0,2,1,1,1,1,0,2,0,1,1,8,0,4,1,1,1,1,4,0,1,1,0,1,1,4,1,2,1,1,1,1,0,1,0,0,1,3,8,0,1,0,0,1,3,0,1,9,0,0,1,2,0,2,7,8,0,0,1,2,1,1,1,0,4,1,1,1,1,0,0,1,1,2,0,34,0,1,0,1,1,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,1,1,2,0,0,10,1,0,1,6,0,0,1,1,0,0,1,1,0,0,1,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0,2,0,2,1,5,1,1,3,1,1,0,1,0,1,6,0,0,1,1,0,1,2,1,1,2,0,0,0,1,0,1,1,3,7,0,9,2,0,2,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,3,1,1,1,0,1,0,1,2,0,1,0,0,1,1,0,0,3,0,2,1,2,1,0,0,0,1,1,1,0,1,1,1,2,0,0,0,2,1,2,0,1,1,0,0,0,1,1,2,1,2,cluster9
Elm,0,8,0,0,0,0,0,8,0,0,0,0,8,8,1,10,0,8,0,0,8,4,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,8,8,0,0,0,0,0,12,0,0,8,0,0,0,0,8,0,9,11,0,0,8,8,8,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,28,8,0,0,0,0,0,0,8,0,8,1,0,8,0,0,0,0,0,0,7,8,0,0,0,0,8,0,0,0,8,0,0,0,8,0,8,0,8,0,0,0,4,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,8,0,0,8,0,0,0,8,0,1,7,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,8,8,0,8,0,0,0,0,8,0,0,8,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,8,0,8,0,0,0,0,0,8,8,0,8,0,8,0,0,5,0,0,0,0,0,8,8,0,2,0,8,0,0,0,0,cluster2
Verilog,0,9,0,1,1,1,0,10,0,1,0,1,9,18,1,14,1,10,0,0,11,4,1,1,0,1,11,0,1,10,1,10,1,0,0,0,0,0,1,10,14,0,1,0,0,1,13,0,1,13,0,0,1,1,9,1,14,11,0,0,10,10,9,10,0,0,10,1,9,0,1,0,0,1,0,1,0,1,8,58,0,1,0,1,1,0,10,0,9,1,0,9,0,0,0,2,0,0,7,10,1,0,0,0,8,0,0,0,10,1,0,0,10,1,10,0,8,12,0,0,5,15,0,0,1,1,0,0,9,1,0,0,1,0,1,1,0,0,0,0,0,0,13,0,0,0,1,0,10,0,1,1,13,0,0,9,1,0,0,10,0,2,8,0,0,1,1,8,1,1,0,0,10,0,0,0,0,0,1,0,10,17,0,21,1,0,1,0,8,0,1,10,1,0,1,0,8,1,10,0,0,0,0,0,0,0,1,1,1,0,10,10,0,0,2,0,6,0,0,1,0,0,1,0,10,0,0,1,1,0,0,11,9,13,1,10,1,0,0,0,1,8,9,0,10,1,10,1,0,5,0,1,3,1,0,10,10,0,2,0,10,0,1,1,1,cluster3
Ragel,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,cluster6
AutoIt,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,2,1,1,0,0,1,0,1,1,0,1,1,0,1,3,1,1,1,0,0,0,0,0,1,2,1,0,1,0,0,1,2,0,1,1,0,0,1,1,0,1,0,3,0,0,1,2,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,10,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,3,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,3,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,2,0,0,0,1,0,1,1,1,cluster8
ChucK,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,cluster6
xBase,0,1,0,4,2,1,1,1,0,1,1,1,0,7,0,2,1,1,1,1,3,0,1,1,1,1,2,4,1,2,1,1,1,0,0,0,0,0,1,2,6,0,1,0,0,1,2,0,1,7,0,1,1,2,0,2,6,6,0,1,3,3,1,1,0,0,3,1,1,0,2,0,0,1,1,2,0,4,0,1,0,1,0,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,8,1,0,2,7,0,1,1,2,0,0,2,1,0,0,1,0,4,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,2,5,0,1,2,1,0,0,1,0,1,6,0,0,1,1,1,1,3,1,1,1,0,0,0,0,0,1,0,3,7,0,7,2,0,2,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,2,1,1,0,3,0,1,0,0,1,0,0,2,0,1,1,0,1,1,0,0,3,0,3,1,2,1,0,0,0,2,2,2,0,1,1,1,2,0,0,0,3,2,1,0,2,1,0,0,0,3,1,2,1,3,cluster11
ooc,0,1,0,1,2,1,0,1,0,1,0,1,0,2,0,1,1,1,0,0,1,0,1,1,0,1,2,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,2,0,1,2,0,0,1,1,0,1,1,1,0,0,2,2,1,1,0,0,2,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,1,2,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,2,0,0,0,0,0,1,0,1,2,0,2,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,2,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,2,1,0,0,1,0,2,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,2,cluster11
REXX,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,cluster6
Rust,0,9,0,2,4,1,0,10,0,2,0,1,10,17,2,21,1,11,0,2,14,4,1,1,2,1,17,3,1,13,1,10,1,0,1,1,0,0,1,11,13,0,1,0,0,2,29,0,1,26,2,0,1,1,11,1,23,26,0,0,17,19,9,10,1,0,25,2,9,0,1,2,0,1,0,2,0,1,8,10,0,1,0,1,2,0,166,0,10,1,0,9,0,0,0,0,0,0,7,18,1,0,0,0,8,0,0,1,10,1,1,0,12,1,12,0,8,18,0,0,6,14,0,1,1,1,0,0,9,1,0,0,6,0,1,2,0,1,0,0,0,0,10,0,0,0,3,0,14,4,1,1,28,0,0,10,3,0,0,16,0,3,11,0,2,1,1,8,2,3,0,1,19,0,0,0,0,0,1,0,20,24,0,36,1,0,1,0,9,2,1,14,1,0,1,0,8,1,10,0,0,0,2,4,0,0,4,1,1,0,10,22,0,0,2,0,10,0,0,1,0,1,1,0,10,0,0,5,1,0,2,12,9,13,1,12,1,0,0,0,1,10,11,0,15,1,14,2,0,6,0,2,4,1,0,12,13,1,2,0,13,1,3,1,3,cluster3
XML,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,2,12,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
JSONiq,0,8,0,0,1,0,0,9,0,0,0,0,8,9,1,10,0,9,0,0,9,4,0,0,0,0,9,1,0,10,0,9,0,0,0,0,0,0,0,9,10,0,0,0,0,0,11,0,0,10,0,0,0,0,9,0,9,9,0,0,10,10,8,9,0,0,10,0,8,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,10,0,22,1,0,9,0,0,0,0,0,0,7,10,0,0,0,0,8,0,0,0,9,0,0,0,10,0,9,0,8,2,0,0,4,10,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,9,1,0,0,10,0,0,8,1,0,0,10,0,1,7,0,0,0,0,8,1,1,0,0,10,0,0,0,0,0,0,0,10,10,0,11,0,0,0,0,8,0,0,9,0,0,0,0,8,0,9,0,0,0,0,0,0,0,1,0,0,0,9,10,0,0,0,0,6,0,0,0,0,1,0,0,9,0,0,0,0,0,0,9,9,9,0,9,0,0,0,0,0,8,8,0,10,0,9,0,0,5,0,0,0,0,0,10,9,0,2,0,10,0,0,0,0,cluster2
