lang_column,'Component Pascal','Emacs Lisp',Factor,AspectJ,Rust,RAML,PicoLisp,Cucumber,Tea,Boo,Objective-C++,Mathematica,Forth,CLIPS,Yacc,HCL,Scheme,Pony,Objective-J,Arduino,Ada,Awk,LLVM,BlitzBasic,ActionScript,Diff,Groff,XQuery,Alloy,'OpenEdge ABL',LilyPond,EmberScript,FLUX,Stan,Lua,TLA,Nemerle,RobotFramework,VHDL,Apex,Erlang,Haskell,Coq,Mako,AutoIt,Max,M,KiCad,Zephir,'Vim script','Propeller Spin',Lex,Ioke,Tcl,SQLPL,Golo,Nim,ASP,Harbour,Python,nesC,Handlebars,IDL,Arc,'Ragel in Ruby Host',Kotlin,'AGS Script',PigLatin,Gosu,Perl,Dart,OpenSCAD,HLSL,CMake,MoonScript,PAWN,Makefile,LOLCODE,Cool,Rouge,Fortran,Puppet,Vue,eC,Csound,QML,Ragel,TypeScript,Mask,Jasmin,F#,SystemVerilog,Frege,SuperCollider,Turing,Vala,Hy,SourcePawn,Cycript,Clarion,Nginx,Liquid,XS,'Common Lisp',Pascal,Gherkin,Parrot,Bro,Perl6,Cuda,ColdFusion,Hack,HyPhy,Objective-C,AMPL,Roff,NewLisp,Clean,C#,FreeMarker,Prolog,SQL,'DIGITAL Command Language',Oz,R,PowerShell,PHP,Omgrofl,M4,Terra,PureScript,Batchfile,Genshi,Self,MAXScript,CSS,BitBake,Clojure,Metal,'Protocol Buffer',JSONiq,NetLogo,Lean,XProc,Groovy,'Jupyter Notebook',Cirru,NSIS,PLSQL,UnrealScript,QMake,LSL,OCaml,Scilab,D,Mercury,Myghty,Nu,GAP,TeX,Haxe,LiveScript,GDScript,'Visual Basic','GCC Machine Description',Brainfuck,'Gettext Catalog','Csound Document',Verilog,Io,SAS,'Module Management System',ooc,VimL,'Web Ontology Language',Shell,ABAP,'POV-Ray SDL',PureBasic,Crystal,XSLT,UrWeb,Pike,Logos,Limbo,Assembly,'Inno Setup',LabVIEW,COBOL,Matlab,Thrift,Elixir,Processing,'Pure Data',REXX,Idris,GLSL,JavaScript,RenderScript,Fancy,Befunge,J,AppleScript,Lasso,XC,E,Racket,Java,Go,Eiffel,'API Blueprint',Brightscript,C,Gnuplot,DTrace,Eagle,Bison,ApacheConf,PLpgSQL,ANTLR,C++,Swift,Fantom,AutoHotkey,APL,Smali,Julia,Modula-2,SaltStack,'Graphviz (DOT)',xBase,XML,GDB,Squirrel,Smarty,Rebol,'Standard ML',Elm,Slash,'Game Maker Language',Dogescript,Smalltalk,Nix,Xtend,Agda,HTML,Volt,Ruby,PostScript,Opa,CoffeeScript,CartoCSS,Scala,Stata,cluster
Frege,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,cluster4
SuperCollider,0,2,1,0,1,0,1,0,1,1,0,2,1,0,2,0,2,1,0,1,1,2,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,3,0,0,0,0,0,1,1,1,0,2,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,8,1,1,1,0,0,0,0,0,0,2,1,0,0,0,2,0,1,1,0,2,0,0,1,1,1,0,1,0,1,1,2,1,1,1,2,1,1,1,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,2,1,0,1,1,2,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,2,1,0,1,0,2,0,1,0,1,2,0,0,1,2,0,2,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,2,1,0,0,0,2,0,2,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,1,0,1,1,0,2,1,0,0,0,1,0,0,0,1,2,0,1,1,1,1,0,3,0,cluster11
Turing,0,2,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,2,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,2,0,0,0,0,0,1,1,1,0,2,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,4,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,2,0,0,1,1,1,0,1,0,0,1,1,1,1,1,2,0,1,2,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,2,1,1,0,2,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,2,0,1,1,1,1,0,1,0,cluster9
Vala,0,1,1,0,7,0,0,6,1,1,0,1,7,0,1,0,7,1,0,1,7,1,1,1,7,0,0,7,0,1,0,0,0,0,8,0,1,0,7,1,7,7,0,0,1,0,1,0,0,0,0,0,1,7,0,1,1,1,0,8,0,1,0,0,0,2,1,1,0,8,7,6,0,4,1,0,8,1,1,0,4,0,0,0,1,0,0,6,6,1,0,0,0,1,1,26,1,0,0,0,0,6,0,7,7,0,0,0,1,0,7,1,0,8,0,0,1,1,7,4,1,0,0,1,7,7,8,1,1,0,1,7,0,0,0,9,0,7,0,6,6,0,5,1,7,0,6,3,1,0,0,7,7,0,7,1,0,1,0,7,7,7,0,7,0,1,0,0,7,7,1,1,1,2,0,10,7,0,1,0,1,0,1,0,1,7,0,0,7,7,0,7,1,0,0,1,6,8,0,0,0,1,1,0,0,0,1,7,7,6,0,0,3,0,1,0,0,0,0,0,7,5,1,7,1,1,7,1,0,0,1,0,0,1,0,1,1,6,0,0,1,0,6,0,1,8,0,8,1,1,7,0,7,0,cluster9
Hy,0,4,1,0,1,0,0,0,1,1,0,2,1,0,1,0,2,1,0,1,1,1,1,1,2,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,3,2,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,4,0,0,0,0,0,1,1,1,0,2,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,10,0,1,0,0,0,0,2,1,0,0,0,2,0,1,1,0,1,0,0,2,1,1,0,1,0,0,1,2,1,2,1,1,0,1,1,0,0,0,2,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,1,3,0,1,1,0,1,1,2,2,1,0,1,0,1,0,0,1,2,2,1,1,1,0,5,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,2,0,0,0,1,1,3,0,1,0,1,1,0,0,0,3,3,2,0,0,0,2,0,1,0,0,0,0,0,2,2,1,1,1,1,2,1,0,0,1,0,0,1,0,1,2,0,1,0,1,1,0,0,1,3,0,4,2,1,1,0,2,0,cluster9
SourcePawn,0,6,0,0,0,0,0,0,0,0,7,0,1,2,22,0,4,0,0,1,2,20,1,0,1,0,17,1,0,3,0,1,0,0,5,0,0,0,0,0,1,2,0,0,0,0,2,3,0,0,0,21,0,6,1,0,0,5,0,33,0,0,2,0,0,0,0,0,0,28,0,0,0,14,0,3,35,0,0,0,3,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,82,0,0,0,0,3,1,6,0,0,0,5,0,0,0,0,30,0,0,0,0,6,0,5,0,8,0,4,1,13,0,6,0,0,19,0,0,0,18,0,5,0,2,0,0,0,0,0,0,0,5,2,15,6,0,1,10,1,0,0,0,4,6,0,0,0,8,0,1,0,0,0,0,2,4,0,3,0,36,0,3,0,0,8,0,0,3,1,30,5,0,0,4,0,2,1,1,0,0,5,14,0,0,0,0,0,0,0,0,0,11,4,0,0,0,36,1,3,2,0,4,1,0,40,2,0,0,0,0,1,0,0,0,0,0,7,0,3,1,1,0,0,0,0,1,0,0,0,23,0,5,3,0,1,0,1,0,cluster3
Cycript,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,cluster6
Clarion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,5,0,1,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,cluster10
Nginx,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,25,0,1,0,0,0,0,0,0,0,4,1,0,0,1,1,0,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,138,0,2,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,2,0,0,0,1,0,1,2,18,0,1,0,0,6,0,0,0,29,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,43,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,0,0,0,1,4,7,0,0,0,8,0,0,0,0,6,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,36,1,8,0,0,2,0,2,1,cluster5
Liquid,0,0,0,0,6,0,0,6,0,0,0,0,6,0,2,0,6,0,0,0,6,1,0,0,6,0,1,6,0,0,0,0,0,0,6,0,0,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,1,0,0,2,1,0,0,0,7,6,6,0,0,0,0,9,0,0,0,3,0,0,0,0,0,1,6,6,0,0,0,0,0,0,6,0,0,0,0,0,20,0,6,6,0,0,0,1,0,6,0,0,7,0,0,0,0,6,4,0,0,0,0,6,6,7,0,0,0,0,6,0,0,0,10,0,6,0,6,6,0,5,0,6,0,6,3,0,0,0,6,6,0,6,0,0,0,0,6,6,6,0,6,0,0,0,0,6,6,0,0,0,0,0,9,6,0,0,0,2,0,0,1,0,6,0,0,6,6,0,6,1,0,1,0,6,10,0,0,0,0,1,0,0,0,0,9,6,6,0,0,3,0,0,0,0,0,0,0,7,4,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,10,0,9,1,0,9,0,6,0,cluster2
XS,0,4,0,0,0,0,0,0,0,0,1,0,0,2,6,0,3,0,0,1,2,7,0,0,1,0,10,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,16,0,0,0,4,0,2,16,0,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,34,1,3,0,0,0,9,0,0,0,0,14,0,1,0,0,4,0,8,0,5,0,3,2,6,0,7,0,0,9,0,0,0,8,0,2,0,2,0,0,0,0,0,0,0,1,1,3,4,0,1,3,0,0,0,0,2,3,0,0,0,4,0,0,0,0,0,0,3,2,0,3,0,16,0,2,0,0,4,0,0,2,0,11,2,0,0,0,0,0,1,0,0,0,2,8,0,0,0,0,0,0,2,0,0,6,0,0,0,0,17,0,2,0,1,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,11,0,6,2,0,0,0,0,0,cluster12
'Common Lisp',0,11,1,0,9,0,1,6,1,1,1,3,8,1,2,0,14,1,1,2,8,5,1,1,8,0,4,7,2,1,0,0,0,0,14,0,1,0,7,1,10,12,0,0,1,0,2,1,0,0,0,3,1,9,0,1,2,3,0,30,0,1,0,0,1,2,1,1,0,16,10,6,0,4,1,0,26,1,1,0,4,0,0,1,1,0,0,6,6,1,0,0,0,2,1,7,2,1,0,0,0,6,1,122,8,0,0,0,4,1,7,1,1,17,0,3,5,1,14,4,8,0,5,1,11,12,15,1,6,1,1,17,0,0,0,24,0,15,0,9,7,0,5,1,8,2,6,4,4,0,1,7,10,0,9,1,0,1,1,16,8,10,1,12,0,3,0,0,7,8,2,2,1,3,0,33,7,0,1,1,3,0,1,0,1,13,1,0,7,8,0,8,1,1,0,1,7,25,0,0,0,1,2,0,0,1,3,25,10,6,0,0,21,0,5,0,0,1,0,0,21,8,1,7,1,1,12,1,0,0,1,0,1,1,0,2,2,6,0,0,1,0,6,0,1,24,0,20,5,1,12,0,11,0,cluster9
Pascal,0,9,1,0,8,0,0,6,1,1,4,3,8,6,8,0,15,1,0,1,14,12,2,2,10,0,13,7,0,2,0,0,1,0,18,0,2,0,7,1,11,14,0,0,1,0,2,0,0,0,0,4,1,10,3,1,1,5,0,36,0,1,0,0,1,2,2,1,0,25,7,6,0,10,1,3,30,1,1,0,11,10,0,3,1,1,0,6,6,2,1,0,0,1,1,7,1,6,0,1,0,6,3,8,106,0,0,0,10,1,9,1,0,26,0,0,1,1,24,4,12,0,6,1,14,10,22,1,8,1,1,26,0,0,0,26,0,8,0,8,6,0,5,1,7,0,6,5,5,0,2,7,8,2,11,1,0,1,7,15,11,7,0,20,1,2,0,0,7,8,7,6,1,5,0,41,7,2,2,0,10,0,1,3,1,33,3,0,9,11,0,7,1,1,0,1,7,28,1,0,0,1,1,0,0,0,2,26,15,6,0,0,32,1,4,0,0,5,1,1,38,9,1,7,4,1,7,1,0,0,1,0,0,1,1,2,2,6,0,1,1,4,6,0,1,34,0,21,4,1,8,0,11,0,cluster9
Gherkin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,cluster4
Parrot,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,cluster4
Bro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,cluster4
Perl6,0,19,1,0,2,0,1,0,1,1,3,5,2,3,16,0,10,1,1,1,3,18,2,1,6,0,22,2,0,7,0,0,0,0,14,0,1,0,1,1,6,7,0,0,1,2,3,0,0,1,0,10,1,10,2,1,3,7,0,48,0,0,1,1,1,1,1,1,0,65,2,0,1,10,1,2,47,1,1,0,3,0,0,5,1,0,1,1,0,1,0,1,0,2,2,1,2,5,1,1,0,1,9,4,10,0,0,0,142,0,3,1,1,27,0,4,2,1,16,0,19,0,10,1,13,3,23,1,14,3,1,25,0,0,0,31,0,8,0,3,0,0,0,1,3,0,0,3,4,3,5,1,5,4,9,1,0,1,9,12,6,2,1,10,0,3,0,1,1,3,3,4,2,7,1,58,1,2,1,1,13,1,2,2,1,24,4,0,3,7,0,2,1,1,1,1,3,34,0,1,0,1,4,0,0,1,2,27,11,0,0,0,46,2,8,0,1,2,0,0,39,6,1,1,4,1,4,1,0,0,2,0,2,1,2,2,1,0,1,1,1,2,0,0,1,39,0,29,9,1,5,0,11,0,cluster11
Cuda,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,1,0,0,0,0,0,42,0,0,0,0,1,0,0,0,0,4,0,0,0,25,0,0,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,128,0,0,0,5,0,0,0,0,3,0,2,0,0,0,1,5,1,0,3,0,0,10,0,0,0,5,0,0,0,16,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,36,3,0,0,0,0,0,0,55,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,1,0,0,0,2,0,cluster4
ColdFusion,0,1,1,0,7,0,0,6,1,1,0,1,7,0,1,0,7,1,0,1,7,1,1,1,12,0,2,7,0,1,0,0,0,0,11,0,1,0,7,1,7,7,0,0,1,0,1,0,0,0,0,0,1,7,2,1,1,14,0,20,0,1,0,0,0,2,1,1,0,23,7,6,0,0,1,0,8,1,1,0,6,0,0,0,1,0,0,6,6,1,0,0,0,1,1,7,1,0,0,0,0,6,0,7,9,0,0,0,3,0,54,1,0,8,0,0,1,1,12,4,3,0,0,1,7,10,25,1,1,0,1,14,0,0,0,16,0,7,0,6,6,0,5,1,8,0,6,3,4,0,0,7,7,0,7,1,0,1,0,7,7,7,0,14,0,1,0,0,7,7,1,1,1,1,0,20,7,0,1,0,8,0,1,0,1,9,0,0,9,7,0,7,1,0,0,1,6,22,0,0,0,2,1,5,0,0,1,15,10,6,0,0,8,0,1,0,0,4,1,0,12,5,1,7,1,1,7,1,0,0,1,1,0,1,0,1,1,6,0,0,1,0,6,0,1,21,0,15,4,1,7,0,7,0,cluster9
Hack,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,4,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,2,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,2,0,0,1,1,0,0,0,1,0,1,12,0,1,0,0,1,1,1,0,1,0,0,1,1,1,5,1,1,0,1,1,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,4,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,3,0,0,0,1,1,0,0,0,1,1,1,0,0,0,4,0,1,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,2,0,1,1,1,1,0,1,0,cluster9
HyPhy,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,cluster4
Objective-C,1,36,1,0,10,0,1,9,1,1,156,13,11,7,40,0,23,1,3,14,13,61,7,2,16,1,109,8,0,10,0,1,2,0,74,0,3,0,8,1,19,18,1,0,1,1,21,6,0,3,1,34,1,29,2,1,2,24,0,335,0,2,10,0,2,4,3,1,0,168,11,7,2,100,1,3,330,1,1,0,12,0,0,8,1,6,1,27,7,2,0,0,0,2,2,8,1,30,0,3,3,7,14,17,26,1,0,0,27,5,8,1,1,2460,0,10,2,4,94,4,36,0,20,1,32,33,75,1,43,2,1,147,0,0,0,214,0,18,3,46,7,0,5,1,15,12,6,27,10,25,32,7,13,21,26,6,0,1,14,40,12,8,1,33,3,6,0,4,12,8,12,14,1,19,0,522,7,4,2,1,32,0,2,17,2,163,16,0,8,46,0,10,9,3,1,1,45,300,0,0,0,1,18,0,2,1,14,263,38,6,0,0,605,4,22,4,12,12,1,0,549,162,1,8,4,1,10,1,0,0,4,3,9,1,6,8,2,6,0,2,1,10,6,0,1,259,0,386,15,1,19,0,24,1,cluster7
AMPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
Roff,0,8,0,0,1,0,0,0,0,0,2,1,0,0,4,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,4,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,11,0,0,1,7,0,0,23,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,4,0,0,0,0,10,0,56,1,0,2,0,2,0,5,0,0,3,4,0,12,1,0,9,0,0,0,11,0,2,0,2,0,0,0,0,0,0,0,1,2,0,2,0,1,0,0,0,0,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,5,3,0,0,0,21,1,4,0,0,1,1,0,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,16,0,6,3,0,0,0,1,0,cluster12
