lang_column,'Component Pascal','Emacs Lisp',Factor,AspectJ,Rust,RAML,PicoLisp,Cucumber,Tea,Boo,Objective-C++,Mathematica,Forth,CLIPS,Yacc,HCL,Scheme,Pony,Objective-J,Arduino,Ada,Awk,LLVM,BlitzBasic,ActionScript,Diff,Groff,XQuery,Alloy,'OpenEdge ABL',LilyPond,EmberScript,FLUX,Stan,Lua,TLA,Nemerle,RobotFramework,VHDL,Apex,Erlang,Haskell,Coq,Mako,AutoIt,Max,M,KiCad,Zephir,'Vim script','Propeller Spin',Lex,Ioke,Tcl,SQLPL,Golo,Nim,ASP,Harbour,Python,nesC,Handlebars,IDL,Arc,'Ragel in Ruby Host',Kotlin,'AGS Script',PigLatin,Gosu,Perl,Dart,OpenSCAD,HLSL,CMake,MoonScript,PAWN,Makefile,LOLCODE,Cool,Rouge,Fortran,Puppet,Vue,eC,Csound,QML,Ragel,TypeScript,Mask,Jasmin,F#,SystemVerilog,Frege,SuperCollider,Turing,Vala,Hy,SourcePawn,Cycript,Clarion,Nginx,Liquid,XS,'Common Lisp',Pascal,Gherkin,Parrot,Bro,Perl6,Cuda,ColdFusion,Hack,HyPhy,Objective-C,AMPL,Roff,NewLisp,Clean,C#,FreeMarker,Prolog,SQL,'DIGITAL Command Language',Oz,R,PowerShell,PHP,Omgrofl,M4,Terra,PureScript,Batchfile,Genshi,Self,MAXScript,CSS,BitBake,Clojure,Metal,'Protocol Buffer',JSONiq,NetLogo,Lean,XProc,Groovy,'Jupyter Notebook',Cirru,NSIS,PLSQL,UnrealScript,QMake,LSL,OCaml,Scilab,D,Mercury,Myghty,Nu,GAP,TeX,Haxe,LiveScript,GDScript,'Visual Basic','GCC Machine Description',Brainfuck,'Gettext Catalog','Csound Document',Verilog,Io,SAS,'Module Management System',ooc,VimL,'Web Ontology Language',Shell,ABAP,'POV-Ray SDL',PureBasic,Crystal,XSLT,UrWeb,Pike,Logos,Limbo,Assembly,'Inno Setup',LabVIEW,COBOL,Matlab,Thrift,Elixir,Processing,'Pure Data',REXX,Idris,GLSL,JavaScript,RenderScript,Fancy,Befunge,J,AppleScript,Lasso,XC,E,Racket,Java,Go,Eiffel,'API Blueprint',Brightscript,C,Gnuplot,DTrace,Eagle,Bison,ApacheConf,PLpgSQL,ANTLR,C++,Swift,Fantom,AutoHotkey,APL,Smali,Julia,Modula-2,SaltStack,'Graphviz (DOT)',xBase,XML,GDB,Squirrel,Smarty,Rebol,'Standard ML',Elm,Slash,'Game Maker Language',Dogescript,Smalltalk,Nix,Xtend,Agda,HTML,Volt,Ruby,PostScript,Opa,CoffeeScript,CartoCSS,Scala,Stata,cluster
Gosu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,cluster4
Perl,1,56,1,1,11,0,1,13,1,1,24,9,10,6,46,0,30,1,1,10,12,69,6,2,23,1,101,9,0,10,0,1,1,0,51,0,3,0,9,1,30,28,2,3,1,2,11,1,0,5,0,37,1,28,4,1,4,34,0,353,1,2,3,1,4,2,5,4,0,1302,10,6,2,61,3,4,279,1,1,0,21,4,0,9,1,2,1,9,6,1,3,0,1,2,2,8,2,28,0,2,4,7,16,16,25,0,4,0,65,4,23,1,1,168,1,11,2,1,56,11,39,0,20,1,73,25,136,1,40,3,1,121,1,1,0,225,0,24,0,36,6,0,5,1,22,6,6,17,14,25,12,7,15,22,22,3,1,2,16,61,13,8,1,34,1,5,0,1,15,9,14,15,2,42,1,455,7,4,1,2,62,1,2,17,2,137,9,0,9,31,2,12,9,2,1,2,13,267,1,0,0,2,12,5,1,1,13,171,50,6,0,0,307,5,19,2,13,24,7,3,281,16,1,7,4,1,14,1,1,1,4,1,12,1,11,10,3,6,1,2,1,7,10,0,1,234,1,163,19,1,29,1,50,1,cluster7
Dart,0,4,1,0,12,0,0,6,1,1,1,2,8,0,1,0,8,1,1,2,7,2,1,1,8,0,0,7,0,1,0,0,0,0,13,0,1,0,7,1,9,12,0,0,1,0,2,1,0,0,0,0,1,9,0,1,3,3,0,17,0,1,0,0,1,2,1,1,0,10,50,6,0,2,2,0,13,1,1,0,4,0,0,0,1,0,0,11,6,1,0,0,0,1,1,7,1,0,0,0,1,6,0,10,7,0,0,0,2,0,7,1,1,11,0,0,2,1,13,4,1,0,1,1,8,8,12,1,1,0,1,8,0,0,0,18,0,10,0,9,7,0,5,1,9,0,6,3,1,0,2,7,9,0,9,1,0,1,0,7,9,8,0,8,0,3,0,0,7,8,1,1,1,3,0,17,7,0,1,2,1,1,1,0,1,8,0,0,7,7,0,8,1,0,0,1,6,19,0,0,0,1,2,0,0,0,3,14,13,6,0,0,8,0,1,0,0,1,0,0,14,8,1,7,1,1,9,1,0,0,1,0,0,1,1,1,1,6,0,0,1,0,6,0,1,18,1,11,1,1,10,0,11,0,cluster9
OpenSCAD,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,6,6,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,9,0,1,0,0,0,1,0,0,0,6,6,22,0,0,0,0,7,0,0,0,3,0,0,0,0,1,0,6,6,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6,6,0,0,0,0,0,6,0,0,7,0,0,0,0,6,4,0,0,0,0,6,6,6,0,0,0,0,7,0,0,0,8,0,6,0,6,6,0,5,0,6,0,6,3,0,0,1,6,6,0,6,0,0,0,0,6,6,6,0,7,0,0,0,0,6,6,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,7,0,0,6,7,0,6,1,0,0,0,7,9,0,0,0,0,0,0,0,0,0,6,6,6,0,0,1,0,0,1,0,0,0,0,7,4,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,9,0,7,1,0,7,0,6,0,cluster2
HLSL,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,cluster4
CMake,0,16,0,1,2,0,0,1,0,0,58,9,3,4,17,0,11,0,0,3,4,19,8,0,1,0,46,0,0,1,0,1,1,0,49,1,0,0,0,0,6,9,0,0,0,0,18,4,0,1,0,12,0,11,1,0,1,2,0,180,1,0,2,0,1,0,1,0,0,61,2,0,2,628,1,2,179,0,0,0,6,0,0,3,0,4,0,8,0,0,1,0,0,0,0,4,0,14,0,0,1,0,4,4,10,0,0,1,10,25,0,0,0,100,0,7,1,0,38,3,8,0,16,0,13,14,31,0,25,1,0,90,0,0,0,66,0,5,0,36,1,0,0,0,2,9,0,11,1,0,17,0,5,4,1,2,0,0,5,21,0,0,0,14,2,4,0,3,0,1,8,10,0,11,0,200,0,1,1,2,16,1,1,6,2,37,6,0,0,27,3,2,2,1,0,0,31,80,0,0,0,0,3,0,0,0,3,87,18,0,0,0,242,6,8,2,2,4,2,0,286,5,0,0,0,0,2,0,0,0,2,0,2,0,5,3,3,0,0,0,0,6,4,0,0,106,1,34,4,0,4,0,7,0,cluster12
MoonScript,0,1,1,0,2,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,3,0,1,0,1,1,2,2,0,0,1,0,1,0,0,0,0,0,1,1,0,1,2,2,0,2,0,0,0,0,0,1,1,1,0,3,2,0,0,1,6,0,1,1,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,2,0,1,0,1,1,2,2,2,1,1,0,1,2,0,0,0,2,0,2,0,0,0,0,0,1,2,0,0,0,1,0,1,1,1,0,2,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,2,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,2,0,0,0,1,0,3,0,0,0,1,1,0,0,0,2,2,2,0,0,0,2,0,1,0,0,1,0,0,2,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,3,1,3,1,1,1,0,2,0,cluster9
PAWN,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1,3,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,10,4,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,3,0,2,0,1,1,3,0,3,0,0,5,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,4,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,2,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,cluster12
Makefile,1,66,0,0,16,0,1,16,0,0,115,12,11,6,70,6,32,0,1,18,11,84,7,0,20,1,203,7,4,16,1,1,2,0,100,0,2,1,7,0,38,40,1,11,0,3,25,9,0,10,0,62,0,39,3,0,3,28,0,944,1,5,14,1,12,2,4,4,0,279,13,7,2,179,1,4,4066,0,0,1,22,5,3,9,0,9,1,27,6,1,1,3,1,1,1,8,1,35,1,7,20,9,16,26,30,2,2,1,47,48,8,2,1,330,1,23,4,3,92,9,57,0,27,0,133,50,159,0,86,3,0,289,1,0,1,627,1,40,1,74,7,0,5,0,17,41,6,39,14,25,48,6,24,23,27,4,1,3,19,183,13,15,1,40,6,8,0,4,11,9,14,15,1,54,2,1146,6,6,0,3,48,2,1,29,3,237,21,0,7,62,10,15,12,3,1,1,54,648,3,1,0,0,14,1,1,1,6,372,151,6,0,1,937,28,30,6,14,38,12,2,824,20,0,6,3,0,21,0,2,0,3,2,12,0,32,10,6,7,1,2,0,14,15,0,0,708,1,251,27,0,61,1,57,3,cluster1
LOLCODE,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,cluster9
Cool,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,cluster9
Rouge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,cluster4
Fortran,0,7,1,0,5,0,0,3,1,1,3,4,5,2,4,0,6,1,0,1,6,7,1,2,6,0,7,4,0,1,0,0,0,0,9,0,2,0,4,1,5,7,0,0,1,0,4,0,0,0,0,2,1,7,2,1,1,5,1,32,1,0,0,0,0,2,1,1,0,21,4,3,0,6,2,1,22,1,1,0,90,0,0,0,1,1,0,3,3,1,1,0,0,1,1,4,1,3,0,0,0,3,1,4,11,0,4,0,3,1,6,1,0,12,0,0,1,1,11,3,5,0,2,1,15,4,10,1,3,0,1,13,0,0,0,17,0,5,0,5,3,0,2,1,5,3,3,5,3,0,2,4,6,2,6,1,0,1,2,14,4,4,0,9,0,3,0,0,4,4,5,3,1,2,0,37,4,0,1,0,8,0,1,4,1,15,0,0,6,10,0,4,0,1,0,1,3,20,0,0,0,1,1,0,1,0,2,11,10,3,0,0,31,6,1,0,0,0,0,0,28,5,1,4,1,1,5,1,0,1,1,0,0,1,4,3,2,3,0,0,1,2,3,0,1,22,0,14,5,1,4,0,5,0,cluster9
Puppet,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,2,5,0,1,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16,0,13,0,0,0,0,0,0,cluster4
Vue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,cluster4
eC,0,5,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,2,5,0,0,1,0,7,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,9,0,0,0,3,0,2,9,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,6,1,3,0,0,0,5,0,0,0,0,8,0,1,0,0,2,0,4,0,5,0,2,2,2,0,5,0,0,7,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,3,3,0,1,0,9,0,0,0,0,3,0,0,0,0,8,3,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,2,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,1,1,0,0,0,0,0,cluster12
Csound,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,cluster9
QML,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,2,0,1,0,4,0,1,9,0,0,0,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,8,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,1,0,0,0,0,3,11,0,0,0,0,1,0,0,0,0,7,2,0,0,0,8,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,1,0,0,0,cluster3
Ragel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,cluster4
TypeScript,0,0,0,0,7,0,0,7,0,0,12,0,6,0,2,1,6,0,0,0,6,2,2,0,7,0,4,7,0,2,0,1,0,0,8,0,0,0,6,0,6,6,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,5,0,41,0,1,1,0,0,1,0,0,0,9,11,6,0,8,0,0,27,0,0,0,3,0,1,0,0,0,0,362,6,0,0,0,0,0,0,6,0,1,0,0,1,6,1,6,6,0,0,0,1,0,6,0,0,27,0,0,0,0,18,6,3,0,0,0,6,12,13,0,1,0,0,31,0,0,0,133,0,8,0,24,6,0,5,0,8,13,6,6,0,1,4,6,6,1,6,0,0,0,1,7,7,8,0,7,2,0,0,0,6,6,0,0,0,1,0,66,6,1,0,0,2,0,0,0,0,9,1,0,6,6,0,6,1,0,0,0,7,152,0,0,0,0,0,0,0,0,0,27,17,6,0,0,25,0,0,0,0,3,0,0,33,4,0,6,0,0,6,0,0,0,0,0,0,0,2,0,0,6,0,0,1,0,6,0,0,146,0,12,0,0,24,0,8,0,cluster2
Mask,0,0,0,0,6,0,0,6,0,0,1,0,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,6,0,0,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,6,6,6,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,6,16,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6,6,0,0,0,0,0,6,0,0,7,0,0,0,0,8,4,0,0,0,0,6,7,6,0,0,0,0,6,0,0,0,6,0,6,0,6,6,0,5,0,6,0,6,4,0,0,0,6,6,0,6,0,0,0,0,6,6,6,0,6,0,0,0,0,6,6,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,6,0,0,6,6,0,6,1,0,0,0,7,6,0,0,0,0,0,0,0,0,0,7,6,6,0,0,0,0,0,0,0,0,0,0,6,4,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,0,6,0,0,6,0,6,0,cluster2
Jasmin,0,2,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,2,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,3,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,10,0,0,0,1,1,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,1,1,0,2,0,1,1,1,1,0,1,0,0,1,1,1,2,1,1,0,1,3,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,2,1,1,0,2,0,1,0,0,1,1,1,1,1,1,0,4,1,0,1,0,1,0,1,0,1,2,0,0,1,1,0,1,0,0,0,1,0,4,0,0,0,1,1,0,0,0,1,4,2,0,0,0,4,0,1,0,0,0,0,1,3,1,1,1,1,2,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,3,0,3,1,1,1,0,1,0,cluster9
F#,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,3,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,3,3,0,0,0,4,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4,0,2,0,0,0,0,1,0,cluster4
SystemVerilog,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,cluster6
